Time,Prognozowane zapotrzebowanie sieci,generacjaJW,zrodla_odnawialne,Niedyspozycyjnosc,saldo,month,day_of_week,hour,da1_price
2022-11-22 00:00:00+00:00,18031.0,17560.0,346.0,0.0,471.0,11,1,1,870.0
2022-11-22 01:00:00+00:00,16573.0,16327.0,322.0,0.0,247.0,11,1,2,830.0
2022-11-22 02:00:00+00:00,16852.0,16541.0,395.0,0.0,312.0,11,1,3,800.0
2022-11-22 03:00:00+00:00,16802.0,16546.0,452.0,0.0,256.0,11,1,4,789.0
2022-11-22 04:00:00+00:00,16837.0,16421.0,635.0,0.0,416.0,11,1,5,820.0
2022-11-22 05:00:00+00:00,17371.0,16909.0,683.0,0.0,463.0,11,1,6,870.0
2022-11-22 06:00:00+00:00,18063.0,17872.0,764.0,0.0,192.0,11,1,7,949.64
2022-11-22 07:00:00+00:00,19905.0,19806.0,834.0,0.0,98.0,11,1,8,998.0
2022-11-22 08:00:00+00:00,21707.0,21813.0,1063.0,0.0,-106.0,11,1,9,1034.79
2022-11-22 09:00:00+00:00,22271.0,22374.0,1603.0,0.0,-103.0,11,1,10,990.0
2022-11-22 10:00:00+00:00,22302.0,22412.0,2080.0,0.0,-110.0,11,1,11,961.8
2022-11-22 11:00:00+00:00,21988.0,22101.0,2415.0,0.0,-113.0,11,1,12,969.03
2022-11-22 12:00:00+00:00,22015.0,22129.0,2950.0,0.0,-114.0,11,1,13,980.0
2022-11-22 13:00:00+00:00,22074.0,22183.0,2925.0,0.0,-109.0,11,1,14,996.52
2022-11-22 14:00:00+00:00,22344.0,22454.0,2558.0,0.0,-110.0,11,1,15,1004.99
2022-11-22 15:00:00+00:00,22302.0,22408.0,2167.0,0.0,-106.0,11,1,16,1050.0
2022-11-22 16:00:00+00:00,22666.0,22779.0,2078.0,0.0,-113.0,11,1,17,1075.0
2022-11-22 17:00:00+00:00,23310.0,23426.0,2220.0,0.0,-116.0,11,1,18,1027.9
2022-11-22 18:00:00+00:00,23268.0,23379.0,2365.0,0.0,-111.0,11,1,19,969.03
2022-11-22 19:00:00+00:00,22821.0,22929.0,2413.0,0.0,-109.0,11,1,20,955.5
2022-11-22 20:00:00+00:00,22228.0,22337.0,2340.0,0.0,-109.0,11,1,21,944.39
2022-11-22 21:00:00+00:00,21772.0,21877.0,2083.0,0.0,-105.0,11,1,22,850.0
2022-11-22 22:00:00+00:00,20526.0,20624.0,1830.0,0.0,-99.0,11,1,23,848.89
2022-11-22 23:00:00+00:00,19055.0,19376.0,1700.0,0.0,-322.0,11,1,24,755.0
2022-11-23 00:00:00+00:00,17915.0,17844.0,1646.0,0.0,70.0,11,2,1,790.0
2022-11-23 01:00:00+00:00,16805.0,16423.0,1644.0,0.0,382.0,11,2,2,763.39
2022-11-23 02:00:00+00:00,16383.0,16476.0,1548.0,0.0,-93.0,11,2,3,750.0
2022-11-23 03:00:00+00:00,16455.0,16548.0,1395.0,0.0,-93.0,11,2,4,750.0
2022-11-23 04:00:00+00:00,16485.0,16576.0,1289.0,0.0,-91.0,11,2,5,759.0
2022-11-23 05:00:00+00:00,16858.0,16584.0,1141.0,0.0,273.0,11,2,6,820.0
2022-11-23 06:00:00+00:00,17791.0,17001.0,1025.0,0.0,791.0,11,2,7,952.0
2022-11-23 07:00:00+00:00,19739.0,19844.0,1081.0,0.0,-106.0,11,2,8,1050.0
2022-11-23 08:00:00+00:00,21638.0,21742.0,1071.0,0.0,-105.0,11,2,9,1139.0
2022-11-23 09:00:00+00:00,22400.0,22503.0,1263.0,0.0,-103.0,11,2,10,1213.29
2022-11-23 10:00:00+00:00,22750.0,22859.0,1193.0,0.0,-109.0,11,2,11,1120.0
2022-11-23 11:00:00+00:00,22458.0,22570.0,1435.0,0.0,-112.0,11,2,12,1205.8
2022-11-23 12:00:00+00:00,22588.0,22701.0,1480.0,0.0,-112.0,11,2,13,1331.2
2022-11-23 13:00:00+00:00,22845.0,22737.0,1286.0,0.0,108.0,11,2,14,1269.7
2022-11-23 14:00:00+00:00,22929.0,22814.0,1056.0,0.0,116.0,11,2,15,1250.1
2022-11-23 15:00:00+00:00,22762.0,22579.0,800.0,0.0,182.0,11,2,16,1266.29
2022-11-23 16:00:00+00:00,23043.0,22973.0,576.0,0.0,69.0,11,2,17,1200.0
2022-11-23 17:00:00+00:00,23530.0,23645.0,653.0,0.0,-115.0,11,2,18,1188.71
2022-11-23 18:00:00+00:00,23319.0,23429.0,729.0,0.0,-110.0,11,2,19,1150.0
2022-11-23 19:00:00+00:00,22824.0,22932.0,701.0,0.0,-108.0,11,2,20,1050.0
2022-11-23 20:00:00+00:00,22637.0,22744.0,712.0,0.0,-107.0,11,2,21,973.44
2022-11-23 21:00:00+00:00,22013.0,22115.0,577.0,0.0,-102.0,11,2,22,900.0
2022-11-23 22:00:00+00:00,20730.0,20826.0,492.0,0.0,-97.0,11,2,23,900.0
2022-11-23 23:00:00+00:00,19234.0,19298.0,421.0,0.0,-64.0,11,2,24,800.0
2022-11-24 00:00:00+00:00,18429.0,17921.0,374.0,0.0,508.0,11,3,1,857.99
2022-11-24 01:00:00+00:00,17720.0,17439.0,373.0,0.0,281.0,11,3,2,807.0
2022-11-24 02:00:00+00:00,17387.0,17070.0,213.0,0.0,317.0,11,3,3,807.0
2022-11-24 03:00:00+00:00,16982.0,16509.0,159.0,0.0,473.0,11,3,4,809.0
2022-11-24 04:00:00+00:00,16827.0,16319.0,140.0,0.0,508.0,11,3,5,870.0
2022-11-24 05:00:00+00:00,17126.0,17029.0,145.0,0.0,97.0,11,3,6,935.21
2022-11-24 06:00:00+00:00,18013.0,17950.0,123.0,0.0,62.0,11,3,7,1015.89
2022-11-24 07:00:00+00:00,20052.0,20157.0,77.0,0.0,-104.0,11,3,8,1294.31
2022-11-24 08:00:00+00:00,21705.0,21810.0,72.0,0.0,-105.0,11,3,9,1371.46
2022-11-24 09:00:00+00:00,22729.0,22834.0,188.0,0.0,-105.0,11,3,10,1391.24
2022-11-24 10:00:00+00:00,22995.0,22903.0,373.0,0.0,92.0,11,3,11,1369.0
2022-11-24 11:00:00+00:00,22897.0,22608.0,536.0,0.0,290.0,11,3,12,1350.87
2022-11-24 12:00:00+00:00,23180.0,22892.0,603.0,0.0,289.0,11,3,13,1371.02
2022-11-24 13:00:00+00:00,23298.0,22831.0,538.0,0.0,467.0,11,3,14,1397.26
2022-11-24 14:00:00+00:00,23366.0,22776.0,420.0,0.0,589.0,11,3,15,1424.8
2022-11-24 15:00:00+00:00,23189.0,23050.0,267.0,0.0,139.0,11,3,16,1453.49
2022-11-24 16:00:00+00:00,23276.0,23388.0,90.0,0.0,-112.0,11,3,17,1464.8
2022-11-24 17:00:00+00:00,23636.0,23549.0,64.0,0.0,87.0,11,3,18,1451.39
2022-11-24 18:00:00+00:00,23645.0,23553.0,66.0,0.0,92.0,11,3,19,1395.72
2022-11-24 19:00:00+00:00,23049.0,23154.0,62.0,0.0,-105.0,11,3,20,1337.8
2022-11-24 20:00:00+00:00,22889.0,23009.0,61.0,0.0,-120.0,11,3,21,1170.22
2022-11-24 21:00:00+00:00,22367.0,22467.0,60.0,0.0,-100.0,11,3,22,999.68
2022-11-24 22:00:00+00:00,20917.0,21011.0,59.0,0.0,-95.0,11,3,23,960.1
2022-11-24 23:00:00+00:00,19449.0,19545.0,63.0,0.0,-96.0,11,3,24,936.22
2022-11-25 00:00:00+00:00,18109.0,18100.0,65.0,0.0,9.0,11,4,1,953.55
2022-11-25 01:00:00+00:00,17055.0,17325.0,84.0,0.0,-269.0,11,4,2,936.2
2022-11-25 02:00:00+00:00,17017.0,17056.0,89.0,0.0,-39.0,11,4,3,895.5
2022-11-25 03:00:00+00:00,17287.0,17314.0,84.0,0.0,-27.0,11,4,4,900.0
2022-11-25 04:00:00+00:00,17403.0,16908.0,86.0,0.0,495.0,11,4,5,936.2
2022-11-25 05:00:00+00:00,17725.0,17885.0,74.0,0.0,-161.0,11,4,6,953.55
2022-11-25 06:00:00+00:00,18038.0,18131.0,73.0,0.0,-93.0,11,4,7,1069.57
2022-11-25 07:00:00+00:00,19919.0,20021.0,70.0,0.0,-102.0,11,4,8,1400.0
2022-11-25 08:00:00+00:00,21732.0,21836.0,90.0,0.0,-104.0,11,4,9,1458.96
2022-11-25 09:00:00+00:00,22676.0,22783.0,321.0,0.0,-107.0,11,4,10,1457.13
2022-11-25 10:00:00+00:00,22956.0,23064.0,581.0,0.0,-107.0,11,4,11,1434.71
2022-11-25 11:00:00+00:00,22868.0,22977.0,714.0,0.0,-109.0,11,4,12,1458.96
2022-11-25 12:00:00+00:00,23153.0,23260.0,737.0,0.0,-107.0,11,4,13,1458.96
2022-11-25 13:00:00+00:00,23285.0,23196.0,650.0,0.0,89.0,11,4,14,1459.96
2022-11-25 14:00:00+00:00,22921.0,22669.0,477.0,0.0,252.0,11,4,15,1443.09
2022-11-25 15:00:00+00:00,22848.0,22751.0,281.0,0.0,97.0,11,4,16,1458.96
2022-11-25 16:00:00+00:00,22976.0,23087.0,108.0,0.0,-110.0,11,4,17,1476.0
2022-11-25 17:00:00+00:00,23365.0,23478.0,126.0,0.0,-113.0,11,4,18,1482.31
2022-11-25 18:00:00+00:00,23140.0,23228.0,152.0,0.0,-89.0,11,4,19,1458.93
2022-11-25 19:00:00+00:00,22754.0,22861.0,189.0,0.0,-106.0,11,4,20,1455.0
2022-11-25 20:00:00+00:00,22554.0,22643.0,241.0,0.0,-89.0,11,4,21,1217.02
2022-11-25 21:00:00+00:00,21882.0,21980.0,258.0,0.0,-99.0,11,4,22,1000.0
2022-11-25 22:00:00+00:00,20453.0,20547.0,270.0,0.0,-94.0,11,4,23,960.14
2022-11-25 23:00:00+00:00,19042.0,19138.0,259.0,0.0,-96.0,11,4,24,930.0
2022-11-26 00:00:00+00:00,17739.0,18385.0,235.0,0.0,-646.0,11,5,1,1015.0
2022-11-26 01:00:00+00:00,16189.0,16273.0,245.0,0.0,-83.0,11,5,2,974.07
2022-11-26 02:00:00+00:00,15602.0,16115.0,210.0,0.0,-513.0,11,5,3,961.46
2022-11-26 03:00:00+00:00,15641.0,15924.0,198.0,0.0,-283.0,11,5,4,950.0
2022-11-26 04:00:00+00:00,15637.0,15911.0,204.0,0.0,-275.0,11,5,5,960.0
2022-11-26 05:00:00+00:00,15633.0,15989.0,209.0,0.0,-356.0,11,5,6,961.46
2022-11-26 06:00:00+00:00,15780.0,15867.0,194.0,0.0,-87.0,11,5,7,967.76
2022-11-26 07:00:00+00:00,16640.0,16728.0,218.0,0.0,-88.0,11,5,8,1055.13
2022-11-26 08:00:00+00:00,17247.0,17339.0,265.0,0.0,-93.0,11,5,9,1193.0
2022-11-26 09:00:00+00:00,18188.0,18285.0,587.0,0.0,-98.0,11,5,10,1349.9
2022-11-26 10:00:00+00:00,19080.0,19174.0,828.0,0.0,-94.0,11,5,11,1383.0
2022-11-26 11:00:00+00:00,19509.0,18892.0,960.0,0.0,617.0,11,5,12,1400.0
2022-11-26 12:00:00+00:00,19908.0,19070.0,949.0,0.0,838.0,11,5,13,1379.9
2022-11-26 13:00:00+00:00,19917.0,19084.0,826.0,0.0,834.0,11,5,14,1379.9
2022-11-26 14:00:00+00:00,19788.0,18787.0,552.0,0.0,1000.0,11,5,15,1387.63
2022-11-26 15:00:00+00:00,19429.0,18701.0,358.0,0.0,729.0,11,5,16,1405.0
2022-11-26 16:00:00+00:00,19508.0,19103.0,256.0,0.0,405.0,11,5,17,1410.0
2022-11-26 17:00:00+00:00,19977.0,19742.0,308.0,0.0,235.0,11,5,18,1450.0
2022-11-26 18:00:00+00:00,19950.0,20050.0,317.0,0.0,-100.0,11,5,19,1407.79
2022-11-26 19:00:00+00:00,19590.0,19515.0,286.0,0.0,75.0,11,5,20,1350.0
2022-11-26 20:00:00+00:00,19204.0,19240.0,280.0,0.0,-36.0,11,5,21,1190.0
2022-11-26 21:00:00+00:00,18446.0,18447.0,271.0,0.0,-2.0,11,5,22,1040.0
2022-11-26 22:00:00+00:00,17469.0,17549.0,272.0,0.0,-80.0,11,5,23,961.76
2022-11-26 23:00:00+00:00,16416.0,16483.0,259.0,0.0,-67.0,11,5,24,900.0
2022-11-27 00:00:00+00:00,15625.0,15217.0,251.0,0.0,409.0,11,6,1,867.08
2022-11-27 01:00:00+00:00,15259.0,13995.0,247.0,0.0,1264.0,11,6,2,820.0
2022-11-27 02:00:00+00:00,14950.0,14429.0,282.0,0.0,521.0,11,6,3,773.0
2022-11-27 03:00:00+00:00,14562.0,14431.0,349.0,0.0,131.0,11,6,4,724.58
2022-11-27 04:00:00+00:00,14503.0,14395.0,359.0,0.0,109.0,11,6,5,724.58
2022-11-27 05:00:00+00:00,14590.0,14606.0,314.0,0.0,-16.0,11,6,6,762.2
2022-11-27 06:00:00+00:00,14707.0,14389.0,257.0,0.0,318.0,11,6,7,820.0
2022-11-27 07:00:00+00:00,15082.0,14325.0,212.0,0.0,757.0,11,6,8,850.0
2022-11-27 08:00:00+00:00,14851.0,14427.0,215.0,0.0,423.0,11,6,9,910.0
2022-11-27 09:00:00+00:00,15417.0,15435.0,420.0,178.0,-18.0,11,6,10,957.12
2022-11-27 10:00:00+00:00,16215.0,16242.0,611.0,178.0,-27.0,11,6,11,966.82
2022-11-27 11:00:00+00:00,16813.0,16851.0,773.0,178.0,-38.0,11,6,12,977.59
2022-11-27 12:00:00+00:00,16890.0,16913.0,968.0,178.0,-23.0,11,6,13,991.82
2022-11-27 13:00:00+00:00,17157.0,17187.0,1046.0,178.0,-30.0,11,6,14,1019.0
2022-11-27 14:00:00+00:00,17458.0,17393.0,881.0,178.0,65.0,11,6,15,1030.0
2022-11-27 15:00:00+00:00,17350.0,17388.0,569.0,178.0,-39.0,11,6,16,1046.76
2022-11-27 16:00:00+00:00,17501.0,17281.0,240.0,0.0,220.0,11,6,17,1050.0
2022-11-27 17:00:00+00:00,18037.0,17320.0,383.0,0.0,717.0,11,6,18,1050.0
2022-11-27 18:00:00+00:00,18229.0,18025.0,644.0,0.0,204.0,11,6,19,1050.0
2022-11-27 19:00:00+00:00,18303.0,18010.0,772.0,0.0,292.0,11,6,20,1050.0
2022-11-27 20:00:00+00:00,18312.0,18018.0,878.0,0.0,294.0,11,6,21,968.63
2022-11-27 21:00:00+00:00,17747.0,17794.0,957.0,0.0,-48.0,11,6,22,940.0
2022-11-27 22:00:00+00:00,17056.0,16747.0,843.0,0.0,309.0,11,6,23,850.9
2022-11-27 23:00:00+00:00,16426.0,16603.0,915.0,0.0,-177.0,11,6,24,731.06
2022-11-28 00:00:00+00:00,15802.0,15525.0,985.0,0.0,277.0,11,0,1,769.0
2022-11-28 01:00:00+00:00,15233.0,15239.0,1107.0,0.0,-6.0,11,0,2,765.0
2022-11-28 02:00:00+00:00,14854.0,14744.0,1384.0,0.0,110.0,11,0,3,749.9
2022-11-28 03:00:00+00:00,14794.0,14660.0,1407.0,0.0,134.0,11,0,4,750.0
2022-11-28 04:00:00+00:00,14974.0,14918.0,1492.0,0.0,56.0,11,0,5,779.9
2022-11-28 05:00:00+00:00,15457.0,15401.0,1362.0,0.0,56.0,11,0,6,800.0
2022-11-28 06:00:00+00:00,16388.0,16685.0,1562.0,0.0,-297.0,11,0,7,987.63
2022-11-28 07:00:00+00:00,18795.0,18888.0,1914.0,0.0,-93.0,11,0,8,1019.0
2022-11-28 08:00:00+00:00,20790.0,20892.0,2122.0,0.0,-102.0,11,0,9,1089.47
2022-11-28 09:00:00+00:00,21628.0,21734.0,2801.0,0.0,-105.0,11,0,10,1100.0
2022-11-28 10:00:00+00:00,21594.0,21699.0,3375.0,0.0,-105.0,11,0,11,1065.39
2022-11-28 11:00:00+00:00,21438.0,21545.0,3347.0,0.0,-107.0,11,0,12,1055.6
2022-11-28 12:00:00+00:00,21588.0,21494.0,3479.0,0.0,93.0,11,0,13,1086.47
2022-11-28 13:00:00+00:00,21761.0,21667.0,3373.0,0.0,94.0,11,0,14,1111.01
2022-11-28 14:00:00+00:00,22085.0,21995.0,3083.0,0.0,90.0,11,0,15,1105.83
2022-11-28 15:00:00+00:00,22092.0,22196.0,2691.0,0.0,-104.0,11,0,16,1128.16
2022-11-28 16:00:00+00:00,22550.0,22659.0,2344.0,0.0,-109.0,11,0,17,1180.83
2022-11-28 17:00:00+00:00,23181.0,23292.0,2635.0,0.0,-111.0,11,0,18,1135.55
2022-11-28 18:00:00+00:00,22865.0,22972.0,3078.0,0.0,-106.0,11,0,19,1055.75
2022-11-28 19:00:00+00:00,22458.0,22564.0,3219.0,0.0,-106.0,11,0,20,1030.28
2022-11-28 20:00:00+00:00,22405.0,22510.0,3282.0,0.0,-105.0,11,0,21,952.13
2022-11-28 21:00:00+00:00,21865.0,21966.0,3305.0,0.0,-101.0,11,0,22,812.0
2022-11-28 22:00:00+00:00,20545.0,20640.0,3126.0,201.0,-95.0,11,0,23,870.0
2022-11-28 23:00:00+00:00,18938.0,19034.0,3059.0,0.0,-96.0,11,0,24,799.9
2022-11-29 00:00:00+00:00,17637.0,18411.0,3100.0,0.0,-774.0,11,1,1,780.0
2022-11-29 01:00:00+00:00,16764.0,17004.0,3068.0,0.0,-240.0,11,1,2,759.0
2022-11-29 02:00:00+00:00,16370.0,16948.0,3012.0,0.0,-578.0,11,1,3,759.0
2022-11-29 03:00:00+00:00,16186.0,17040.0,2962.0,0.0,-855.0,11,1,4,759.0
2022-11-29 04:00:00+00:00,16447.0,17081.0,2737.0,0.0,-635.0,11,1,5,769.0
2022-11-29 05:00:00+00:00,16797.0,16886.0,2705.0,0.0,-89.0,11,1,6,835.0
2022-11-29 06:00:00+00:00,17735.0,17828.0,2676.0,0.0,-94.0,11,1,7,961.78
2022-11-29 07:00:00+00:00,19482.0,19584.0,2633.0,0.0,-103.0,11,1,8,990.0
2022-11-29 08:00:00+00:00,21248.0,21350.0,2798.0,0.0,-102.0,11,1,9,1054.29
2022-11-29 09:00:00+00:00,22331.0,22438.0,3292.0,0.0,-107.0,11,1,10,1076.32
2022-11-29 10:00:00+00:00,22668.0,22776.0,3266.0,0.0,-108.0,11,1,11,1019.0
2022-11-29 11:00:00+00:00,21835.0,21944.0,3455.0,62.0,-109.0,11,1,12,1057.74
2022-11-29 12:00:00+00:00,22181.0,22290.0,3385.0,0.0,-108.0,11,1,13,1106.3
2022-11-29 13:00:00+00:00,22564.0,22671.0,2849.0,4.0,-107.0,11,1,14,1173.0
2022-11-29 14:00:00+00:00,22621.0,22732.0,2513.0,17.0,-111.0,11,1,15,1182.07
2022-11-29 15:00:00+00:00,22512.0,22618.0,2379.0,17.0,-106.0,11,1,16,1200.0
2022-11-29 16:00:00+00:00,22778.0,22958.0,2093.0,17.0,-180.0,11,1,17,1234.9
2022-11-29 17:00:00+00:00,23287.0,23554.0,1790.0,17.0,-267.0,11,1,18,1204.9
2022-11-29 18:00:00+00:00,23144.0,23250.0,1843.0,17.0,-106.0,11,1,19,1182.38
2022-11-29 19:00:00+00:00,22668.0,22772.0,1769.0,17.0,-105.0,11,1,20,1148.33
2022-11-29 20:00:00+00:00,22521.0,22625.0,1661.0,17.0,-104.0,11,1,21,1019.0
2022-11-29 21:00:00+00:00,21885.0,21984.0,1519.0,17.0,-100.0,11,1,22,949.94
2022-11-29 22:00:00+00:00,20627.0,20721.0,1398.0,17.0,-94.0,11,1,23,949.94
2022-11-29 23:00:00+00:00,19245.0,19436.0,1399.0,17.0,-192.0,11,1,24,835.0
2022-11-30 00:00:00+00:00,17949.0,18125.0,1316.0,17.0,-176.0,11,2,1,845.0
2022-11-30 01:00:00+00:00,16865.0,17063.0,1196.0,0.0,-198.0,11,2,2,825.0
2022-11-30 02:00:00+00:00,16156.0,16871.0,1140.0,0.0,-715.0,11,2,3,825.0
2022-11-30 03:00:00+00:00,15894.0,16998.0,1106.0,0.0,-1104.0,11,2,4,825.0
2022-11-30 04:00:00+00:00,16084.0,17072.0,1070.0,0.0,-988.0,11,2,5,835.0
2022-11-30 05:00:00+00:00,16521.0,16912.0,1054.0,0.0,-391.0,11,2,6,880.0
2022-11-30 06:00:00+00:00,17256.0,17352.0,1053.0,0.0,-95.0,11,2,7,967.0
2022-11-30 07:00:00+00:00,19657.0,19761.0,1003.0,0.0,-104.0,11,2,8,1003.44
2022-11-30 08:00:00+00:00,21594.0,21698.0,1022.0,25.0,-104.0,11,2,9,1115.58
2022-11-30 09:00:00+00:00,22510.0,22617.0,1226.0,25.0,-107.0,11,2,10,1148.89
2022-11-30 10:00:00+00:00,22665.0,22773.0,1467.0,25.0,-108.0,11,2,11,1096.97
2022-11-30 11:00:00+00:00,22645.0,22755.0,1594.0,25.0,-109.0,11,2,12,1133.11
2022-11-30 12:00:00+00:00,22865.0,22973.0,1645.0,0.0,-108.0,11,2,13,1150.0
2022-11-30 13:00:00+00:00,22853.0,22940.0,1536.0,0.0,-87.0,11,2,14,1178.56
2022-11-30 14:00:00+00:00,23393.0,23301.0,1225.0,0.0,91.0,11,2,15,1188.0
2022-11-30 15:00:00+00:00,23129.0,23021.0,1093.0,0.0,108.0,11,2,16,1194.9
2022-11-30 16:00:00+00:00,23153.0,23064.0,943.0,0.0,89.0,11,2,17,1211.23
2022-11-30 17:00:00+00:00,23534.0,23439.0,1025.0,0.0,95.0,11,2,18,1190.49
2022-11-30 18:00:00+00:00,23430.0,23537.0,1084.0,0.0,-107.0,11,2,19,1147.6
2022-11-30 19:00:00+00:00,22842.0,22946.0,1141.0,0.0,-104.0,11,2,20,1112.65
2022-11-30 20:00:00+00:00,22691.0,22794.0,1129.0,0.0,-104.0,11,2,21,999.0
2022-11-30 21:00:00+00:00,22021.0,22121.0,1093.0,0.0,-100.0,11,2,22,920.0
2022-11-30 22:00:00+00:00,20458.0,20552.0,990.0,0.0,-94.0,11,2,23,914.0
2022-11-30 23:00:00+00:00,19031.0,19126.0,895.0,0.0,-95.0,11,2,24,835.0
2022-12-01 00:00:00+00:00,17848.0,17937.0,806.0,0.0,-88.0,12,3,1,880.0
2022-12-01 01:00:00+00:00,17533.0,17825.0,742.0,0.0,-292.0,12,3,2,843.0
2022-12-01 02:00:00+00:00,17211.0,17503.0,722.0,0.0,-292.0,12,3,3,843.0
2022-12-01 03:00:00+00:00,16955.0,17388.0,734.0,0.0,-433.0,12,3,4,850.0
2022-12-01 04:00:00+00:00,17043.0,17334.0,740.0,0.0,-291.0,12,3,5,880.0
2022-12-01 05:00:00+00:00,17394.0,17685.0,720.0,0.0,-290.0,12,3,6,976.6
2022-12-01 06:00:00+00:00,18099.0,18194.0,693.0,0.0,-95.0,12,3,7,979.71
2022-12-01 07:00:00+00:00,19908.0,20037.0,629.0,0.0,-129.0,12,3,8,1048.28
2022-12-01 08:00:00+00:00,21621.0,21726.0,545.0,0.0,-105.0,12,3,9,1206.43
2022-12-01 09:00:00+00:00,22559.0,22666.0,495.0,0.0,-107.0,12,3,10,1228.48
2022-12-01 10:00:00+00:00,22880.0,23000.0,681.0,0.0,-119.0,12,3,11,1206.83
2022-12-01 11:00:00+00:00,22677.0,22787.0,811.0,0.0,-110.0,12,3,12,1217.22
2022-12-01 12:00:00+00:00,22950.0,23046.0,851.0,0.0,-96.0,12,3,13,1246.69
2022-12-01 13:00:00+00:00,23200.0,23309.0,630.0,0.0,-109.0,12,3,14,1255.25
2022-12-01 14:00:00+00:00,23449.0,23557.0,582.0,0.0,-108.0,12,3,15,1245.25
2022-12-01 15:00:00+00:00,23284.0,23390.0,474.0,0.0,-107.0,12,3,16,1250.25
2022-12-01 16:00:00+00:00,23273.0,23385.0,388.0,0.0,-113.0,12,3,17,1295.25
2022-12-01 17:00:00+00:00,23559.0,23673.0,470.0,0.0,-114.0,12,3,18,1260.25
2022-12-01 18:00:00+00:00,23434.0,23541.0,522.0,0.0,-107.0,12,3,19,1250.0
2022-12-01 19:00:00+00:00,23001.0,23107.0,543.0,0.0,-105.0,12,3,20,1205.52
2022-12-01 20:00:00+00:00,22831.0,22936.0,501.0,0.0,-105.0,12,3,21,1053.68
2022-12-01 21:00:00+00:00,22159.0,22260.0,477.0,0.0,-101.0,12,3,22,970.29
2022-12-01 22:00:00+00:00,20672.0,20767.0,427.0,0.0,-95.0,12,3,23,973.32
2022-12-01 23:00:00+00:00,19353.0,19449.0,405.0,0.0,-96.0,12,3,24,884.0
2022-12-02 00:00:00+00:00,18433.0,18521.0,419.0,0.0,-89.0,12,4,1,840.0
2022-12-02 01:00:00+00:00,17448.0,17636.0,444.0,0.0,-188.0,12,4,2,843.0
2022-12-02 02:00:00+00:00,17004.0,17589.0,483.0,0.0,-585.0,12,4,3,948.0
2022-12-02 03:00:00+00:00,16737.0,17760.0,503.0,0.0,-1023.0,12,4,4,900.0
2022-12-02 04:00:00+00:00,16814.0,17595.0,514.0,0.0,-780.0,12,4,5,833.0
2022-12-02 05:00:00+00:00,17164.0,17358.0,539.0,0.0,-193.0,12,4,6,978.95
2022-12-02 06:00:00+00:00,17720.0,17814.0,637.0,0.0,-93.0,12,4,7,988.22
2022-12-02 07:00:00+00:00,19809.0,19911.0,803.0,0.0,-102.0,12,4,8,1041.61
2022-12-02 08:00:00+00:00,22014.0,22118.0,877.0,0.0,-104.0,12,4,9,1151.4
2022-12-02 09:00:00+00:00,22951.0,23057.0,1137.0,0.0,-107.0,12,4,10,1165.96
2022-12-02 10:00:00+00:00,23137.0,23244.0,1406.0,0.0,-108.0,12,4,11,1135.0
2022-12-02 11:00:00+00:00,23122.0,23231.0,1273.0,0.0,-109.0,12,4,12,1143.84
2022-12-02 12:00:00+00:00,23471.0,23180.0,1286.0,0.0,291.0,12,4,13,1150.32
2022-12-02 13:00:00+00:00,23449.0,23157.0,1214.0,0.0,292.0,12,4,14,1173.6
2022-12-02 14:00:00+00:00,23683.0,23396.0,1093.0,0.0,287.0,12,4,15,1178.0
2022-12-02 15:00:00+00:00,23541.0,23447.0,998.0,0.0,94.0,12,4,16,1180.29
2022-12-02 16:00:00+00:00,23773.0,23685.0,919.0,0.0,89.0,12,4,17,1205.3
2022-12-02 17:00:00+00:00,24138.0,24052.0,1012.0,0.0,86.0,12,4,18,1180.29
2022-12-02 18:00:00+00:00,23862.0,23769.0,1061.0,0.0,93.0,12,4,19,1149.0
2022-12-02 19:00:00+00:00,23356.0,23441.0,1017.0,0.0,-85.0,12,4,20,1126.23
2022-12-02 20:00:00+00:00,23013.0,23117.0,974.0,0.0,-104.0,12,4,21,1017.32
2022-12-02 21:00:00+00:00,22344.0,22445.0,860.0,0.0,-102.0,12,4,22,880.3
2022-12-02 22:00:00+00:00,20843.0,20914.0,823.0,0.0,-72.0,12,4,23,950.0
2022-12-02 23:00:00+00:00,19402.0,19495.0,802.0,0.0,-93.0,12,4,24,866.0
2022-12-03 00:00:00+00:00,18102.0,18742.0,790.0,0.0,-640.0,12,5,1,870.0
2022-12-03 01:00:00+00:00,16889.0,16971.0,777.0,0.0,-82.0,12,5,2,850.0
2022-12-03 02:00:00+00:00,16540.0,16790.0,774.0,0.0,-249.0,12,5,3,979.08
2022-12-03 03:00:00+00:00,16602.0,17418.0,779.0,0.0,-816.0,12,5,4,979.08
2022-12-03 04:00:00+00:00,16732.0,17597.0,799.0,0.0,-864.0,12,5,5,979.08
2022-12-03 05:00:00+00:00,16714.0,17402.0,850.0,0.0,-689.0,12,5,6,848.6
2022-12-03 06:00:00+00:00,17101.0,17213.0,853.0,0.0,-112.0,12,5,7,848.6
2022-12-03 07:00:00+00:00,17876.0,17961.0,783.0,0.0,-85.0,12,5,8,979.08
2022-12-03 08:00:00+00:00,18215.0,18307.0,781.0,0.0,-91.0,12,5,9,1061.47
2022-12-03 09:00:00+00:00,19028.0,19125.0,865.0,0.0,-96.0,12,5,10,1136.59
