Time,Prognozowane zapotrzebowanie sieci,Przewidywana generacja JW i magazynów energii wiadcz¹cych us³ugi bilansuj¹ce w ramach RB (3) - (9),Prognozowana generacja JW i magazynów energii nie wiadcz¹cych us³ug bilansuj¹cych w ramach RB,Prognozowana sumaryczna generacja róde³ wiatrowych,Prognozowana sumaryczna generacja róde³ fotowoltaicznych,Planowane saldo wymiany miêdzysystemowej,Prognozowana wielkoæ niedyspozycyjnoci wynikaj¹ca z ograniczeñ sieciowych wystêpuj¹cych w sieci przesy³owej oraz sieci dystrybucyjnej w zakresie dostarczania energii elektrycznej,Prognozowana wielkoæ niedyspozycyjnoci wynikaj¹cych z warunków eksploatacyjnych JW wiadcz¹cych us³ugi bilansuj¹ce w ramach RB,da1_price,day_of_week,month,hour
2023-05-01 21:00:00+00:00,14559,10034,5839,2978,0,-1314,0,0.0,525.0,0,5,21
2023-05-01 22:00:00+00:00,13627,8107,6889,4051,0,-1368,0,0.0,470.0,0,5,22
2023-05-01 23:00:00+00:00,12566,6958,7113,4265,0,-1506,0,0.0,430.0,0,5,23
2023-05-02 00:00:00+00:00,11495,6430,6972,4238,0,-1907,0,0.0,408.32,1,5,0
2023-05-02 01:00:00+00:00,11694,6679,6420,3726,0,-1405,0,0.0,370.51,1,5,1
2023-05-02 02:00:00+00:00,11574,6456,6220,3534,0,-1103,0,0.0,351.11,1,5,2
2023-05-02 03:00:00+00:00,11606,6232,6117,3432,0,-743,0,0.0,336.8,1,5,3
2023-05-02 04:00:00+00:00,11738,5918,6154,3469,0,-334,0,0.0,349.2,1,5,4
2023-05-02 05:00:00+00:00,11448,6003,6388,3630,41,-943,0,0.0,388.0,1,5,5
2023-05-02 06:00:00+00:00,11947,6312,6512,3503,541,-877,0,0.0,482.0,1,5,6
2023-05-02 07:00:00+00:00,12509,7550,6312,2748,1768,-1352,0,0.0,528.78,1,5,7
2023-05-02 08:00:00+00:00,12970,10346,5438,1230,3219,-2814,0,0.0,528.0,1,5,8
2023-05-02 09:00:00+00:00,12779,7965,6326,1473,4813,-1512,0,0.0,484.32,1,5,9
2023-05-02 10:00:00+00:00,12623,7321,7083,2026,5397,-1780,0,0.0,458.44,1,5,10
2023-05-02 11:00:00+00:00,12812,7014,7126,1947,5681,-1328,0,0.0,441.8,1,5,11
2023-05-02 12:00:00+00:00,13183,6332,7456,2339,5544,-605,0,0.0,445.0,1,5,12
2023-05-02 13:00:00+00:00,13552,5930,7975,3139,4905,-353,0,0.0,454.49,1,5,13
2023-05-02 14:00:00+00:00,13961,6221,7872,3384,4128,-131,0,0.0,458.32,1,5,14
2023-05-02 15:00:00+00:00,13952,6125,7398,3132,3568,429,0,0.0,433.0,1,5,15
2023-05-02 16:00:00+00:00,13946,6570,6668,2739,2779,708,0,0.0,436.0,1,5,16
2023-05-02 17:00:00+00:00,14254,7576,5816,2342,1685,863,0,0.0,473.0,1,5,17
2023-05-02 18:00:00+00:00,14564,8133,5468,2244,791,963,0,0.0,550.0,1,5,18
2023-05-02 19:00:00+00:00,14906,9465,4833,1868,143,608,0,0.0,573.06,1,5,19
2023-05-02 20:00:00+00:00,15571,10968,4363,1477,0,240,0,0.0,609.0,1,5,20
2023-05-02 21:00:00+00:00,15505,11749,4174,1296,0,-417,0,0.0,580.0,1,5,21
2023-05-02 22:00:00+00:00,14260,9857,4024,1271,0,380,0,0.0,570.33,1,5,22
2023-05-02 23:00:00+00:00,13138,8916,4012,1303,0,210,0,0.0,524.4,1,5,23
2023-05-03 00:00:00+00:00,12042,8124,4056,1390,0,-138,0,0.0,530.0,2,5,0
2023-05-03 01:00:00+00:00,11510,7542,3967,1295,0,0,0,0.0,489.0,2,5,1
2023-05-03 02:00:00+00:00,11223,7269,3954,1281,0,0,0,0.0,481.11,2,5,2
2023-05-03 03:00:00+00:00,11200,7294,3906,1232,0,0,0,0.0,491.0,2,5,3
2023-05-03 04:00:00+00:00,11194,7252,3941,1267,0,0,0,0.0,491.0,2,5,4
2023-05-03 05:00:00+00:00,10962,7407,3934,1239,32,-378,0,0.0,478.0,2,5,5
2023-05-03 06:00:00+00:00,10802,8451,3988,1053,447,-1637,0,0.0,530.0,2,5,6
2023-05-03 07:00:00+00:00,11077,9950,4032,576,1541,-2905,0,0.0,550.0,2,5,7
2023-05-03 08:00:00+00:00,11168,9044,4471,414,3119,-2347,0,0.0,540.0,2,5,8
2023-05-03 09:00:00+00:00,10580,7074,5532,523,5348,-2026,0,0.0,463.4,2,5,9
2023-05-03 10:00:00+00:00,11190,6253,6202,845,6457,-1265,0,0.0,425.0,2,5,10
2023-05-03 11:00:00+00:00,11802,6905,6114,982,6035,-1217,0,0.0,394.88,2,5,11
2023-05-03 12:00:00+00:00,11816,6284,6070,1007,5874,-539,0,0.0,382.23,2,5,12
2023-05-03 13:00:00+00:00,11714,6287,5944,982,5649,-517,0,0.0,368.03,2,5,13
2023-05-03 14:00:00+00:00,11951,6302,5658,837,5309,-9,0,0.0,375.0,2,5,14
2023-05-03 15:00:00+00:00,11811,6495,5316,777,4400,0,0,0.0,382.23,2,5,15
2023-05-03 16:00:00+00:00,11670,6447,4788,625,3477,435,0,0.0,455.0,2,5,16
